Index,Company,Type_name,Ram,Weight,Price,Touchscreen,IPS,PPI,Cpu_brand,Gpu_brand,HDD,SSD,Hybrid,Flash_storage,OS
484,Lenovo,Notebook,4,2.3,331.14,0,0,100.45466986113652,Intel Core i3,Intel,0,128,0,0,Windows
485,Lenovo,Notebook,8,1.75,614.8,0,1,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
486,Dell,Workstation,16,2.17,1370.26,0,1,141.21199808219862,Intel Core i7,Nvidia,0,512,0,0,Windows
487,Dell,Notebook,16,2.06,1112.97,0,0,141.21199808219862,Intel Core i7,Nvidia,0,512,0,0,Windows
488,Lenovo,Ultrabook,16,1.36,1053.77,0,1,176.23257360658386,Intel Core i7,Intel,0,512,0,0,Windows
489,Asus,Ultrabook,16,0.91,1142.86,0,0,176.23257360658386,Intel Core i7,Intel,0,512,0,0,Windows
490,Lenovo,Notebook,8,2.3,593.11,0,1,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0,Windows
491,Toshiba,Ultrabook,32,1.05,1640.44,1,0,165.6321180513006,Intel Core i7,Intel,0,512,0,0,Windows
492,Asus,Gaming,8,1.99,791.21,0,0,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0,Windows
493,Acer,Notebook,8,2.2,339.34,0,0,100.45466986113652,AMD Processor,AMD,1000,0,0,0,Windows
494,Asus,Gaming,24,4.33,743.74,1,1,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0,Windows
495,Lenovo,Ultrabook,8,1.3,644.1,0,1,125.36742798669836,Intel Core i5,Intel,0,180,0,0,Windows
496,Lenovo,Notebook,8,2.17,526.83,0,0,141.21199808219862,Intel Core i7,Intel,0,256,0,0,Windows
497,HP,Notebook,8,1.48,1025.05,0,0,157.3505121487356,Intel Core i7,Intel,0,1000,0,0,Windows
498,Lenovo,Notebook,8,1.4,556.19,0,1,165.6321180513006,Intel Core i3,Intel,0,256,0,0,Windows
499,Lenovo,Notebook,8,2.3,533.92,0,1,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Windows
500,Asus,Netbook,4,1.2,199.27,0,0,135.0942111925629,Other Intel Processor,Intel,0,0,0,64,Windows
501,HP,Notebook,8,1.91,362.78,0,0,100.45466986113652,Intel Core i5,AMD,0,256,0,0,Windows
502,Lenovo,2 in 1 Convertible,8,1.4,937.14,1,1,158.48253022174808,Intel Core i5,Intel,0,256,0,0,Windows
503,Lenovo,Notebook,4,2.1,175.24,0,0,111.93520355955212,Other Intel Processor,Intel,500,0,0,0,Windows
504,Lenovo,Netbook,4,1.25,155.31,0,0,135.0942111925629,Other Intel Processor,Intel,0,16,0,0,Others
505,Lenovo,Notebook,8,1.44,556.19,0,0,165.6321180513006,Intel Core i5,Intel,0,256,0,0,Windows
506,Asus,Notebook,8,2.0,717.36,0,0,141.21199808219862,Intel Core i7,Intel,1000,256,0,0,Windows
507,Acer,Notebook,4,2.2,359.27,0,1,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0,Windows
508,HP,Ultrabook,8,1.34,775.38,0,1,165.6321180513006,Intel Core i7,Intel,0,512,0,0,Windows
509,Lenovo,Gaming,8,2.4,673.41,0,1,141.21199808219862,Intel Core i7,Nvidia,1000,256,0,0,Others
510,Dell,Ultrabook,8,1.29,526.89,1,1,165.6321180513006,Intel Core i5,Intel,0,128,0,0,Windows
511,Acer,Notebook,4,2.2,374.51,0,0,141.21199808219862,Intel Core i7,Nvidia,500,0,0,0,Windows
512,Dell,Notebook,8,2.18,489.96,0,0,141.21199808219862,Intel Core i5,Intel,1000,0,0,0,Windows
513,Dell,Notebook,16,2.2,714.57,0,0,141.21199808219862,Intel Core i7,AMD,2000,256,0,0,Windows
514,Xiaomi,Notebook,16,1.95,820.48,0,1,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Others
515,Asus,Netbook,2,1.1,143.59,0,0,135.0942111925629,Other Intel Processor,Intel,0,0,0,32,Windows
516,HP,Notebook,4,2.04,305.62,1,0,100.45466986113652,Intel Core i5,Intel,1000,0,0,0,Windows
517,Asus,Gaming,24,2.24,1739.49,0,0,141.21199808219862,Intel Core i7,Nvidia,0,512,0,0,Windows
518,HP,Notebook,8,2.04,521.03,0,0,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0,Windows
519,Asus,Gaming,16,3.0,881.46,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0,Windows
520,Lenovo,Gaming,8,3.2,819.93,0,1,141.21199808219862,Intel Core i7,Nvidia,1000,256,0,0,Windows
521,HP,Ultrabook,8,1.32,819.93,0,1,165.6321180513006,Intel Core i7,Intel,0,256,0,0,Windows
522,Dell,Notebook,8,1.64,750.02,0,0,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
523,HP,Notebook,4,1.63,403.81,0,0,100.45466986113652,Intel Core i3,Intel,0,128,0,0,Windows
524,Dell,Notebook,8,2.8,521.03,0,1,127.33567457123112,Intel Core i5,AMD,1000,128,0,0,Others
525,Lenovo,Notebook,8,2.02,785.35,0,0,91.7877987534291,Intel Core i5,Intel,0,256,0,0,Windows
526,Lenovo,Notebook,4,2.2,468.28,0,0,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0,Windows
527,Lenovo,Notebook,8,2.2,269.01,0,0,100.45466986113652,Intel Core i3,Nvidia,2000,0,0,0,Others
528,Dell,Notebook,4,2.3,342.86,0,0,141.21199808219862,Intel Core i5,AMD,500,0,0,0,Windows
529,Dell,Notebook,8,1.9,807.03,0,0,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Windows
530,Dell,Gaming,16,4.42,1765.72,0,1,127.33567457123112,Intel Core i7,Nvidia,1000,128,0,0,Windows
531,Toshiba,Notebook,8,2.0,504.03,0,1,141.21199808219862,Intel Core i5,Intel,500,0,0,0,Windows
532,Asus,Notebook,8,2.0,761.32,0,1,282.42399616439724,Intel Core i7,Nvidia,1000,256,0,0,Windows
533,Mediacom,Notebook,4,1.2,216.26,0,1,165.6321180513006,Other Intel Processor,Intel,0,32,0,0,Windows
534,Asus,Gaming,8,2.3,966.45,0,1,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0,Windows
535,Dell,Notebook,8,1.93,802.34,0,0,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Windows
536,Dell,Notebook,8,2.2,467.35,0,0,141.21199808219862,Intel Core i5,AMD,0,256,0,0,Windows
537,HP,Notebook,4,1.86,233.84,0,0,141.21199808219862,Other Intel Processor,Intel,0,256,0,0,Windows
538,HP,Gaming,12,2.62,1054.36,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,0,0,0,Windows
539,Lenovo,Notebook,8,1.87,503.44,0,1,157.3505121487356,Intel Core i7,Nvidia,0,256,0,0,Windows
540,Dell,Ultrabook,8,1.2,819.93,1,0,276.053530085501,Intel Core i7,Intel,0,256,0,0,Windows
541,Dell,Notebook,4,1.6,431.28,0,0,157.3505121487356,Intel Core i3,Intel,0,128,0,0,Windows
542,HP,Ultrabook,8,1.34,671.06,0,1,276.053530085501,Intel Core i7,Intel,0,256,0,0,Windows
543,Acer,Gaming,8,2.4,467.69,0,0,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0,Others
544,Asus,Notebook,4,2.0,204.54,0,0,100.45466986113652,AMD Processor,AMD,500,0,0,0,Windows
545,HP,Notebook,4,2.1,413.48,0,0,141.21199808219862,Intel Core i3,Intel,0,128,0,0,Windows
546,Lenovo,Notebook,4,1.87,460.07,0,0,157.3505121487356,Intel Core i5,Intel,500,0,0,0,Windows
547,Lenovo,Notebook,4,2.15,270.97,0,0,141.21199808219862,Intel Core i5,Intel,1000,0,0,0,Others
548,HP,Notebook,4,1.86,232.67,0,0,141.21199808219862,Intel Core i3,Intel,500,0,0,0,Windows
549,Lenovo,Notebook,8,1.99,1013.33,0,1,141.21199808219862,Intel Core i7,Intel,0,512,0,0,Windows
550,Lenovo,Notebook,4,2.2,292.45,0,0,141.21199808219862,Intel Core i3,Intel,0,128,0,0,Windows
551,Dell,Notebook,8,1.9,654.65,0,0,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Windows
552,Dell,Gaming,16,4.42,1581.83,0,1,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0,Windows
553,HP,Notebook,8,2.65,318.92,0,0,106.11306214269258,Intel Core i3,Intel,1000,0,0,0,Windows
554,HP,Notebook,8,2.63,750.18,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,0,0,0,Windows
555,Asus,Notebook,4,2.0,131.28,0,0,100.45466986113652,Other Intel Processor,Intel,500,0,0,0,Others
556,Mediacom,Notebook,4,1.35,149.45,0,1,165.6321180513006,Other Intel Processor,Intel,0,0,0,32,Windows
557,Lenovo,Notebook,6,2.8,556.19,0,0,106.11306214269258,Intel Core i7,Nvidia,1000,128,0,0,Windows
558,HP,Notebook,6,1.91,333.42,0,1,141.21199808219862,AMD Processor,AMD,0,128,0,0,Windows
559,Dell,Notebook,4,2.18,362.14,0,0,100.45466986113652,Intel Core i3,AMD,1000,0,0,0,Windows
560,Acer,2 in 1 Convertible,4,1.25,204.54,1,1,189.90579052433608,Other Intel Processor,Intel,0,0,0,32,Windows
561,Lenovo,Notebook,4,2.05,369.23,0,0,141.21199808219862,Intel Core i3,Intel,0,128,0,0,Windows
562,HP,Ultrabook,16,1.16,1151.65,1,1,276.053530085501,Other Intel Processor,Intel,0,512,0,0,Windows
563,Lenovo,Notebook,8,3.4,1757.65,0,1,127.33567457123112,Intel Core i7,Nvidia,0,256,0,0,Windows
564,Asus,Notebook,8,2.5,491.72,0,0,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0,Windows
565,Dell,Ultrabook,8,1.21,937.14,1,1,331.2642361026012,Intel Core i5,Intel,0,128,0,0,Windows
566,Dell,Notebook,4,1.93,562.05,0,0,100.45466986113652,Intel Core i5,Intel,500,0,0,0,Windows
568,Lenovo,Notebook,4,2.2,201.61,0,0,141.21199808219862,Other Intel Processor,Intel,500,0,0,0,Windows
569,Lenovo,Notebook,4,2.02,580.22,0,0,111.93520355955212,Intel Core i5,Intel,500,0,0,0,Windows
570,HP,Workstation,8,3.14,1090.69,0,0,106.11306214269258,Intel Core i5,Nvidia,500,0,0,0,Windows
571,HP,Notebook,8,1.94,227.99,0,0,111.93520355955212,Other Intel Processor,Intel,2000,0,0,0,Windows
572,HP,Notebook,6,1.95,380.37,0,1,141.21199808219862,AMD Processor,AMD,0,256,0,0,Windows
573,Lenovo,Notebook,8,2.3,486.45,0,0,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Windows
574,Lenovo,Notebook,4,2.05,401.46,0,0,141.21199808219862,Intel Core i5,Intel,500,0,0,0,Windows
575,Mediacom,Notebook,4,1.4,145.93,0,0,157.3505121487356,Other Intel Processor,Intel,0,32,0,0,Windows
576,Toshiba,Ultrabook,16,1.24,1093.04,1,0,157.3505121487356,Intel Core i7,Intel,0,512,0,0,Windows
577,Lenovo,Gaming,32,4.6,1560.73,0,1,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0,Windows
578,MSI,Gaming,16,4.14,1599.41,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,512,0,0,Windows
579,Dell,Notebook,8,2.2,438.98,0,0,141.21199808219862,Intel Core i7,AMD,0,256,0,0,Others
580,Mediacom,Notebook,4,1.45,227.99,0,1,157.3505121487356,Other Intel Processor,Intel,0,32,0,0,Windows
581,Dell,Notebook,8,1.9,591.07,0,0,100.45466986113652,Intel Core i5,Intel,500,0,0,0,Windows
582,HP,Notebook,4,1.49,421.39,0,0,165.6321180513006,Intel Core i3,Intel,0,128,0,0,Windows
583,Dell,Notebook,16,1.93,901.03,0,0,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Windows
584,Dell,Netbook,4,1.26,172.89,0,0,135.0942111925629,Other Intel Processor,Intel,0,0,0,16,Others
585,MSI,Gaming,16,4.5,1376.7,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,128,0,0,Windows
586,HP,Gaming,16,3.78,877.95,0,1,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0,Windows
587,Lenovo,Ultrabook,12,8.4,980.51,0,1,157.3505121487356,Intel Core i7,Intel,0,256,0,0,Windows
588,Lenovo,Notebook,12,2.2,356.92,1,0,100.45466986113652,Intel Core i7,Intel,1000,0,0,0,Windows
589,Asus,Gaming,8,2.73,1037.36,0,1,127.33567457123112,Intel Core i5,Nvidia,1000,128,0,0,Windows
590,Asus,2 in 1 Convertible,8,2.2,433.11,1,0,100.45466986113652,Intel Core i5,Intel,1000,0,0,0,Windows
591,Lenovo,Notebook,12,2.2,556.19,0,0,141.21199808219862,AMD Processor,AMD,0,512,0,0,Windows
592,Dell,2 in 1 Convertible,4,1.39,353.41,1,0,49.59154588081422,Other Intel Processor,Intel,0,128,0,0,Windows
593,Samsung,Notebook,16,2.5,995.75,0,0,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0,Windows
594,Lenovo,Notebook,4,2.8,310.04,0,0,127.33567457123112,Intel Core i3,Intel,500,0,0,0,Others
595,Lenovo,Notebook,8,2.29,269.01,0,0,100.45466986113652,Intel Core i3,Intel,1000,0,0,0,Windows
596,Lenovo,2 in 1 Convertible,8,1.37,1186.81,1,1,165.6321180513006,Intel Core i7,Intel,0,512,0,0,Windows
597,Lenovo,Notebook,8,1.7,863.88,0,1,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
598,Dell,2 in 1 Convertible,8,1.34,978.75,1,0,176.23257360658386,Intel Core i5,Intel,0,256,0,0,Windows
599,Dell,Workstation,8,2.06,1033.26,1,0,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Windows
600,HP,Notebook,8,1.84,714.43,0,0,141.21199808219862,Intel Core i7,Intel,0,256,0,0,Windows
601,HP,Notebook,4,2.1,391.78,0,0,100.45466986113652,Intel Core i3,Intel,500,0,0,0,Windows
602,Acer,Notebook,4,1.6,192.82,0,0,157.3505121487356,Other Intel Processor,Intel,0,0,0,32,Windows
603,MSI,Gaming,16,4.14,1288.79,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,128,0,0,Windows
604,Dell,Notebook,4,2.18,272.53,0,0,100.45466986113652,Intel Core i3,AMD,1000,0,0,0,Others
605,MSI,Gaming,16,1.8,1347.4,0,0,282.42399616439724,Intel Core i7,Nvidia,2000,256,0,0,Windows
606,Toshiba,Notebook,8,2.2,819.93,0,1,141.21199808219862,Intel Core i7,Intel,0,256,0,0,Windows
607,Lenovo,Notebook,6,2.4,330.55,0,0,141.21199808219862,Intel Core i5,Intel,1000,0,0,0,Windows
608,Lenovo,2 in 1 Convertible,8,2.0,761.32,1,1,141.21199808219862,Intel Core i7,Intel,0,256,0,0,Windows
609,Acer,Notebook,4,1.6,204.54,0,0,111.93520355955212,Other Intel Processor,Intel,0,0,0,128,Windows
610,Lenovo,Notebook,32,2.5,2871.21,0,1,282.42399616439724,Other Intel Processor,Nvidia,0,1000,0,0,Windows
611,Dell,Gaming,16,2.59,515.17,0,0,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0,Windows
612,Dell,Notebook,4,2.18,260.16,0,0,100.45466986113652,Intel Core i3,Intel,1000,0,0,0,Others
613,Dell,Notebook,4,2.25,210.4,0,0,100.45466986113652,Intel Core i3,Intel,1000,0,0,0,Others
614,Dell,Notebook,4,1.93,509.3,0,0,100.45466986113652,Intel Core i5,Intel,500,0,0,0,Others
615,Asus,Gaming,8,3.0,684.54,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,128,0,0,Windows
617,HP,Ultrabook,8,1.84,814.07,0,0,141.21199808219862,Intel Core i7,Intel,0,512,0,0,Windows
618,MSI,Gaming,16,2.94,1329.15,0,0,141.21199808219862,Intel Core i7,Nvidia,1000,256,0,0,Windows
619,Acer,2 in 1 Convertible,4,1.25,222.12,1,1,135.0942111925629,Other Intel Processor,Intel,0,0,0,32,Others
620,HP,Notebook,8,2.31,658.75,0,0,111.93520355955212,Intel Core i5,Intel,0,256,0,0,Windows
621,Lenovo,Notebook,8,1.65,858.61,0,0,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
622,Dell,Notebook,4,2.2,454.8,0,0,141.21199808219862,Intel Core i5,AMD,1000,0,0,0,Windows
623,Fujitsu,Notebook,8,2.2,468.28,0,0,100.45466986113652,Intel Core i5,Intel,0,256,0,0,Windows
624,HP,Notebook,4,1.88,546.23,0,0,100.45466986113652,Intel Core i5,Intel,500,0,0,0,Windows
626,Mediacom,Notebook,2,1.4,140.07,0,0,157.3505121487356,Other Intel Processor,Intel,0,0,0,32,Windows
627,Lenovo,Notebook,4,2.2,274.29,0,0,141.21199808219862,Intel Core i5,Intel,0,128,0,0,Others
628,Asus,2 in 1 Convertible,6,1.5,374.51,1,0,165.6321180513006,Intel Core i5,Intel,1000,0,0,0,Windows
630,Asus,Ultrabook,16,11.1,1113.55,0,0,157.3505121487356,Intel Core i7,Intel,0,512,0,0,Windows
631,Dell,Gaming,16,2.62,866.81,0,0,141.21199808219862,Intel Core i7,Nvidia,1000,256,0,0,Windows
632,Lenovo,Notebook,4,1.8,485.86,0,0,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Windows
633,Lenovo,Notebook,4,2.2,339.34,0,0,141.21199808219862,Intel Core i3,Nvidia,1000,0,0,0,Windows
634,Asus,Notebook,8,2.0,233.85,0,0,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0,Windows
635,Asus,Notebook,8,1.99,531.35,0,0,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0,Windows
636,Dell,Ultrabook,8,1.23,1095.38,1,0,276.053530085501,Intel Core i5,Intel,0,256,0,0,Windows
637,Lenovo,Notebook,2,1.42,145.93,0,0,111.93520355955212,Other Intel Processor,Intel,0,0,0,32,Windows
638,Lenovo,2 in 1 Convertible,8,1.37,1029.99,1,1,165.6321180513006,Intel Core i7,Intel,0,256,0,0,Windows
639,Dell,Notebook,16,2.06,1406.01,1,0,282.42399616439724,Intel Core i7,Nvidia,0,1000,0,0,Windows
640,Lenovo,Gaming,8,2.5,649.96,0,1,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0,Windows
641,HP,Notebook,8,2.6,305.29,0,0,107.98564559226952,AMD Processor,AMD,1000,0,0,0,Windows
642,Lenovo,Ultrabook,16,1.14,1435.9,0,1,157.3505121487356,Intel Core i7,Intel,0,512,0,0,Windows
643,Asus,Gaming,8,2.5,685.13,0,1,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0,Others
644,Acer,Notebook,4,2.4,263.74,0,0,100.45466986113652,Intel Core i3,Intel,500,0,0,0,Windows
645,Lenovo,Notebook,4,1.43,160.59,0,0,111.93520355955212,Other Intel Processor,Intel,0,0,0,32,Windows
646,Acer,Ultrabook,8,1.8,538.61,0,1,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
647,Razer,Gaming,16,1.95,1523.22,0,0,157.3505121487356,Intel Core i7,Nvidia,0,256,0,0,Windows
648,Toshiba,Notebook,8,1.2,710.92,0,0,165.6321180513006,Intel Core i5,Intel,0,256,0,0,Windows
649,Lenovo,Ultrabook,8,1.36,928.35,0,1,176.23257360658386,Intel Core i7,Intel,0,256,0,0,Windows
650,Asus,Gaming,32,3.8,1640.44,0,1,127.33567457123112,Intel Core i7,Nvidia,0,512,0,0,Windows
651,Acer,Gaming,8,2.4,415.53,0,0,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0,Others
652,Dell,Ultrabook,8,1.2,849.76,0,0,165.6321180513006,Intel Core i5,Intel,0,256,0,0,Windows
653,MSI,Gaming,8,2.2,698.49,0,0,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0,Windows
654,HP,Notebook,4,1.86,213.86,0,0,100.45466986113652,Intel Core i3,Intel,500,0,0,0,Others
655,Toshiba,Notebook,8,2.0,623.59,0,1,141.21199808219862,Intel Core i5,Intel,500,0,0,0,Windows
656,Dell,Notebook,8,6.2,538.61,0,0,141.21199808219862,Intel Core i7,AMD,0,256,0,0,Windows
657,Dell,Notebook,16,2.2,665.2,0,0,141.21199808219862,Intel Core i7,AMD,2000,256,0,0,Windows
658,Lenovo,Gaming,8,3.31,700.95,0,1,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0,Windows
659,Dell,Gaming,32,4.42,1844.61,0,1,254.67134914246225,Intel Core i7,Nvidia,1000,512,0,0,Windows
660,Dell,Notebook,8,1.56,720.29,0,0,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
661,Lenovo,Notebook,4,2.2,245.57,0,0,100.45466986113652,Other Intel Processor,Intel,500,0,0,0,Windows
662,Lenovo,Notebook,4,2.2,313.55,0,0,141.21199808219862,Intel Core i5,Intel,500,0,0,0,Windows
663,HP,Notebook,6,2.04,315.9,0,0,141.21199808219862,Intel Core i3,AMD,1000,0,0,0,Windows
664,MSI,Gaming,8,2.7,871.37,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,128,0,0,Windows
665,Toshiba,Notebook,4,2.1,291.87,0,0,100.45466986113652,Intel Core i3,Intel,0,128,0,0,Windows
667,HP,Notebook,8,2.1,436.63,0,0,141.21199808219862,Intel Core i7,AMD,1000,0,0,0,Windows
668,Toshiba,Notebook,8,2.0,737.29,0,1,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Windows
669,Acer,Notebook,4,2.1,241.46,0,0,100.45466986113652,Intel Core i3,Intel,0,128,0,0,Others
670,Microsoft,Ultrabook,8,1.252,1094.71,1,0,200.84255993695703,Intel Core i7,Intel,0,256,0,0,Windows
671,Lenovo,Notebook,8,1.9,479.38,0,0,141.21199808219862,Intel Core i5,AMD,1000,128,0,0,Windows
672,Lenovo,2 in 1 Convertible,8,1.3,606.01,1,1,165.6321180513006,Intel Core i5,Intel,0,256,0,0,Windows
673,Lenovo,Notebook,4,2.2,204.54,0,0,44.01946207398117,AMD Processor,AMD,0,128,0,0,Windows
674,HP,2 in 1 Convertible,4,1.63,409.67,1,1,157.3505121487356,Intel Core i3,Nvidia,0,128,0,0,Windows
675,MSI,Gaming,16,2.4,758.39,0,0,141.21199808219862,Intel Core i7,Nvidia,1000,256,0,0,Windows
676,Asus,Ultrabook,8,1.1,665.2,0,0,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
677,HP,2 in 1 Convertible,8,1.4,290.11,1,0,135.0942111925629,Other Intel Processor,Intel,0,0,0,64,Others
678,LG,Ultrabook,8,1.09,1347.4,0,1,141.21199808219862,Intel Core i7,Intel,0,512,0,0,Windows
679,Acer,Gaming,16,2.5,761.32,0,0,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0,Windows
680,MSI,Gaming,8,2.2,584.85,0,0,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0,Windows
681,Asus,Notebook,4,1.86,245.57,0,0,100.45466986113652,Other Intel Processor,Intel,0,128,0,0,Windows
682,Dell,Gaming,16,3.21,1202.05,0,0,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0,Windows
683,HP,Notebook,4,2.5,409.67,0,1,127.33567457123112,Intel Core i3,AMD,0,256,0,0,Windows
684,Lenovo,2 in 1 Convertible,8,1.19,878.53,1,1,165.6321180513006,Intel Core i7,Intel,0,512,0,0,Windows
685,Dell,Gaming,16,3.49,1649.08,0,0,141.21199808219862,Intel Core i7,Nvidia,1000,256,0,0,Windows
686,HP,Notebook,4,1.86,359.04,0,0,100.45466986113652,Intel Core i5,AMD,500,0,0,0,Windows
687,Dell,Notebook,4,2.2,319.81,0,0,100.45466986113652,Intel Core i3,AMD,1000,0,0,0,Windows
688,HP,Notebook,6,2.65,333.48,0,1,127.33567457123112,AMD Processor,AMD,2000,0,0,0,Windows
689,Lenovo,Notebook,4,2.1,186.37,0,0,100.45466986113652,Other Intel Processor,Intel,500,0,0,0,Windows
690,Acer,Notebook,4,1.45,219.78,0,0,111.93520355955212,Other Intel Processor,Intel,0,0,0,32,Others
691,Lenovo,Notebook,4,1.7,409.67,0,0,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
692,HP,Workstation,8,3.14,1118.23,0,0,127.33567457123112,Intel Core i7,Nvidia,500,0,0,0,Windows
693,Lenovo,2 in 1 Convertible,8,1.42,1517.95,1,0,209.8006828649808,Intel Core i7,Intel,0,256,0,0,Windows
694,Toshiba,Notebook,8,1.5,570.26,0,1,165.6321180513006,Intel Core i5,Intel,0,256,0,0,Windows
695,Acer,Netbook,4,1.4,157.66,0,0,135.0942111925629,Other Intel Processor,Intel,0,0,0,32,Windows
696,Lenovo,2 in 1 Convertible,16,1.38,1025.05,1,0,157.3505121487356,Intel Core i7,Intel,0,512,0,0,Windows
697,Asus,2 in 1 Convertible,4,1.2,392.09,1,0,176.23257360658386,Other Intel Processor,Intel,0,0,0,64,Others
698,Toshiba,Ultrabook,16,1.36,1100.07,1,0,165.6321180513006,Intel Core i7,Intel,0,512,0,0,Windows
700,Dell,Gaming,8,2.56,480.0,0,0,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0,Windows
701,Lenovo,Notebook,4,2.2,233.85,0,0,141.21199808219862,AMD Processor,AMD,0,256,0,0,Windows
702,Lenovo,Notebook,8,2.2,251.43,0,0,100.45466986113652,AMD Processor,AMD,1000,0,0,0,Windows
703,Lenovo,Notebook,4,2.1,364.22,0,0,141.21199808219862,Intel Core i5,Intel,2000,0,0,0,Windows
704,Lenovo,Notebook,4,1.9,263.74,0,0,100.45466986113652,Intel Core i3,Intel,500,0,0,0,Others
705,Dell,Notebook,8,2.18,465.93,0,0,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Windows
706,Acer,2 in 1 Convertible,1,1.6,585.49,1,1,165.6321180513006,Intel Core i5,Intel,0,256,0,0,Windows
707,Lenovo,Workstation,16,2.18,1087.18,0,0,141.21199808219862,Intel Core i7,Nvidia,0,512,0,0,Windows
708,Lenovo,Notebook,8,1.8,698.02,0,0,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
709,HP,Notebook,6,2.71,383.89,0,1,127.33567457123112,AMD Processor,AMD,2000,0,0,0,Windows
710,Lenovo,Gaming,8,2.5,732.01,0,1,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0,Windows
711,Dell,Notebook,8,1.64,638.24,0,0,157.3505121487356,Intel Core i5,Nvidia,0,256,0,0,Others
712,Dell,Notebook,8,1.98,425.49,0,0,141.21199808219862,Intel Core i5,Intel,1000,0,0,0,Others
713,Asus,Notebook,4,1.5,174.65,0,0,157.3505121487356,Other Intel Processor,Intel,0,0,0,32,Windows
714,Dell,Notebook,16,1.93,836.14,0,0,141.21199808219862,Intel Core i5,Intel,0,512,0,0,Windows
715,Lenovo,Notebook,8,1.87,502.31,0,1,157.3505121487356,Intel Core i5,Nvidia,0,256,0,0,Windows
716,Dell,Notebook,8,1.9,690.99,0,0,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Windows
717,Lenovo,Notebook,4,2.19,174.65,0,0,100.45466986113652,AMD Processor,AMD,500,0,0,0,Windows
718,Mediacom,Notebook,4,1.4,155.31,0,1,161.72539083525606,Other Intel Processor,Intel,32,0,0,0,Windows
719,HP,Notebook,8,2.63,703.3,0,0,127.33567457123112,Intel Core i7,Nvidia,0,256,0,0,Windows
720,Lenovo,Ultrabook,64,1.17,988.51,0,1,209.8006828649808,Intel Core i7,Intel,0,512,0,0,Windows
721,HP,2 in 1 Convertible,8,1.58,490.31,1,1,117.82653006268644,Intel Core i5,Intel,0,256,0,0,Windows
722,Lenovo,Ultrabook,8,1.32,878.53,0,1,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
723,Dell,Gaming,32,4.36,2144.7,0,0,254.67134914246225,Intel Core i7,Nvidia,1000,1000,0,0,Windows
